
id,log_message,2025-08-16 19:55:58,source,severity,anomaly_flag,anomaly_reason,target_label
2117,AWS IAM[7777]: [ERROR] AccessDenied: Not authorized to perform: sts:AssumeRole,2025-06-27 09:56:34,,Error,True,assume role fail,anomaly
2118,Windows Defender[7878]: [INFO] Quick scan completed,2025-06-28 21:34:42,,Information,False,,normal
2119,macOS loginwindow[7979]: [ERROR] Unable to authenticate user dave,2025-07-29 12:19:02,,Error,True,auth fail,anomaly
2120,Linux dhclient[8080]: [INFO] DHCPACK of 192.168.20.50 from 192.168.20.1,2025-08-23 04:53:47,,Information,False,,normal
2121,Docker[8181]: [ERROR] failed to create shim: context deadline exceeded,2025-07-24 17:31:16,,Error,True,shim timeout,anomaly
2122,VMware vSphere[8282]: [INFO] DRS migration initiated,2025-08-21 12:30:17,,Information,False,,normal
2123,Azure Functions[8383]: [ERROR] Binding not found for 'myQueueItem',2025-08-18 00:46:05,,Error,True,binding error,anomaly
2124,Postfix[8484]: [INFO] queue active -- 0 requests,2025-08-09 22:38:06,,Information,False,,normal
2125,Linux nginx[8585]: [ERROR] 502 Bad Gateway: upstream unavailable,2025-07-03 08:55:56,,Error,True,bad gateway,anomaly
2126,macOS kernel[0]: [INFO] USBMSC Identifier (non-unique): 987654321,2025-07-20 00:01:25,,Information,False,,normal
2127,Windows Update[8686]: [ERROR] 0x8024402c: connection to update service failed,2025-07-27 09:42:28,,Error,True,update conn fail,anomaly
2128,Kubernetes ingress[8787]: [INFO] SSL certificate renewed successfully,2025-08-10 07:38:51,,Information,False,,normal
2129,AWS Lambda[8888]: [ERROR] Runtime exited with error: exit status 255,2025-08-06 17:35:05,,Error,True,exit 255,anomaly
2130,Postgres[8989]: [INFO] autovacuum launcher shutting down,2025-08-07 21:20:08,,Information,False,,normal
2131,Linux sshd[9090]: [ERROR] error: kex_exchange_identification: Connection closed by remote host,2025-07-24 05:44:26,,Error,True,kex error,anomaly
2132,macOS coreaudiod[9191]: [INFO] Audio device 0x456 ready,2025-07-27 12:32:24,,Information,False,,normal
2133,Windows EventLog[9292]: [ERROR] Log file corruption detected,2025-08-27 13:01:59,,Error,True,corruption,anomaly
2134,Docker[9393]: [INFO] Container worker exited cleanly,2025-06-12 22:45:14,,Information,False,,normal
2135,Redis[9494]: [ERROR] Can't save: background save already in progress,2025-08-09 07:35:16,,Error,True,save conflict,anomaly
2136,VMware ESXi[9595]: [INFO] Host exiting maintenance mode,2025-07-24 21:46:20,,Information,False,,normal
2137,Azure Monitor[9696]: [ERROR] 429 Too Many Requests,2025-06-20 16:57:57,Error,TooManyRequests,anomaly,,
2138,Linux kernel[9797]: [INFO] r8169 0000:03:00.0 eth0: link up,2025-08-16 06:32:08,,Information,False,,normal
2139,Postgres[9898]: [ERROR] deadlock detected,2025-08-10 07:46:41,,Error,True,deadlock,anomaly
2140,AWS RDS[9999]: [INFO] DB instance db.t3.micro available,2025-08-26 05:49:29,,Information,False,,normal
2141,macOS WindowServer[1010]: [ERROR] Context assertion failed: 0x12345678,2025-07-17 01:37:45,,Error,True,context assert,anomaly
2142,Windows IIS[1111]: [INFO] 200 OK: /health,2025-07-14 06:37:08,,Information,False,,normal
2143,Linux nginx[1212]: [ERROR] 499 Client Closed Request,2025-06-15 00:30:21,,Error,True,client abort,anomaly
2144,Kubernetes controller[1313]: [INFO] Deployment nginx scaled to 3 replicas,2025-06-20 20:23:50,,Information,False,,normal
2145,Postfix[1414]: [ERROR] warning: SASL authentication failure,2025-08-01 01:02:40,,Error,True,SASL fail,anomaly
2146,GCP BigQuery[1515]: [INFO] Query job completed successfully,2025-08-20 07:12:01,,Information,False,,normal
2147,macOS symptomsd[1616]: [ERROR] Memory pressure critical,2025-06-30 06:58:53,,Error,True,memory pressure,anomaly
2148,Windows Defender[1717]: [INFO] Threat definitions updated,2025-07-29 18:47:23,,Information,False,,normal
2149,Linux systemd[1818]: [ERROR] Failed to start nginx.service: Unit not found,2025-06-22 01:33:14,,Error,True,unit missing,anomaly
2150,Docker[1919]: [INFO] Image ubuntu:20.04 pulled successfully,2025-06-25 19:29:41,,Information,False,,normal
2151,AWS EC2[2020]: [ERROR] Instance launch failed: InsufficientInstanceCapacity,2025-07-21 15:24:57,,Error,True,capacity,anomaly
2152,macOS deleted[2121]: [INFO] Trash emptied,2025-07-06 12:50:52,,Information,False,,normal
2153,"Postgres[2222]: [ERROR] relation ""orders"" does not exist",2025-08-20 19:10:10,,Error,True,relation missing,anomaly
2154,Azure DevOps[2323]: [INFO] Pipeline build 12345 succeeded,2025-08-09 21:54:54,,Information,False,,normal
2155,Linux kernel[2424]: [ERROR] BUG: soft lockup - CPU#1 stuck for 23s,2025-08-19 17:20:27,,Error,True,soft lockup,anomaly
2156,Windows Task Scheduler[2525]: [INFO] Task \Backup nightly completed successfully,2025-07-12 20:26:42,,Information,False,,normal
2157,Redis[2626]: [ERROR] Out of memory allocating 20971520 bytes,2025-08-07 08:05:18,,Error,True,OOM,anomaly
2158,VMware vMotion[2727]: [INFO] vMotion of VM centos-8 completed,2025-07-02 03:11:50,,Information,False,,normal
2159,macOS coreaudiod[2828]: [ERROR] HALS_IOContext::StartIOProc: failed to start,2025-08-26 15:21:03,,Error,True,HALS start fail,anomaly
2160,AWS S3[2929]: [INFO] Object my-file.txt uploaded successfully,2025-08-25 10:05:19,,Information,False,,normal
2161,Linux sshd[3030]: [ERROR] error: maximum authentication attempts exceeded for ubuntu,2025-06-18 20:49:09,,Error,True,brute force,anomaly
2162,Windows Print Spooler[3131]: [INFO] Printer HP-LaserJet ready,2025-06-10 10:17:11,,Information,False,,normal
2163,Docker[3232]: [ERROR] failed to mount overlay: permission denied,2025-06-12 16:37:37,,Error,True,overlay mount fail,anomaly
2164,Postgres[3333]: [INFO] checkpoint complete: wrote 345 buffers,2025-06-23 16:39:10,,Information,False,,normal
2165,macOS kernel[3434]: [INFO] USBMSC Identifier (non-unique): 123456789,2025-08-09 16:51:58,,Information,False,,normal
2166,GCP Pub/Sub[3535]: [ERROR] Publish failed: 403 Forbidden,2025-06-19 12:16:54,,Error,True,forbidden,anomaly
2167,Linux dhclient[3636]: [ERROR] No DHCPOFFERS received,2025-07-21 10:54:42,,Error,True,DHCP fail,anomaly
2168,Windows Update[3737]: [INFO] Downloading KB5001234,2025-08-20 00:24:28,,Information,False,,normal
2169,Kubernetes scheduler[3838]: [ERROR] Failed to schedule pod: 0/3 nodes available,2025-07-12 08:03:54,,Error,True,no nodes,anomaly
2170,Postfix[3939]: [INFO] daemon started -- version 3.8,2025-07-06 22:30:42,,Information,False,,normal
2171,macOS loginwindow[4040]: [INFO] User charlie logged out,2025-07-06 16:34:47,,Information,False,,normal
2172,AWS IAM[4141]: [ERROR] AccessDenied: Not authorized to perform: s3:GetObject,2025-08-14 05:46:31,,Error,True,access denied,anomaly
2173,Linux nginx[4242]: [ERROR] 502 Bad Gateway: upstream unavailable,2025-06-11 11:50:21,,Error,True,bad gateway,anomaly
2174,Windows EventLog[4343]: [INFO] Audit policy changed,2025-08-22 20:53:46,,Information,False,,normal
2175,VMware Tools[4444]: [ERROR] GuestInfoSendTime failed: 2,2025-07-10 07:49:02,,Error,True,guest info fail,anomaly
2176,Postgres[4545]: [ERROR] deadlock detected,2025-06-13 00:08:37,,Error,True,deadlock,anomaly
2177,macOS WindowServer[4646]: [INFO] Display 0x789abc reconfigured,2025-08-20 18:25:16,,Information,False,,normal
2178,Docker[4747]: [INFO] Container worker started cleanly,2025-08-18 02:42:52,,Information,False,,normal
2179,AWS Lambda[4848]: [ERROR] Runtime exited with error: exit status 1,2025-06-10 19:28:44,,Error,True,exit 1,anomaly
2180,Linux systemd[4949]: [INFO] Started Daily apt download activities,2025-08-02 09:36:45,,Information,False,,normal
2181,Windows Print Spooler[5050]: [ERROR] 0x0000007e: printer driver install failed,2025-06-12 14:49:50,,Error,True,install fail,anomaly
2182,macOS symptomsd[5151]: [INFO] Memory pressure relieved,2025-06-28 09:28:17,,Information,False,,normal
2183,Kubernetes ingress[5252]: [ERROR] SSL certificate expired,2025-07-08 15:42:15,,Error,True,cert expired,anomaly
2184,Postgres[5353]: [INFO] shutting down,2025-07-19 06:32:43,,Information,False,,normal
2185,Azure Monitor[5454]: [ERROR] 429 Too Many Requests,2025-08-27 14:45:45,,Error,True,too many requests,anomaly
2186,Linux kernel[5555]: [INFO] r8169 0000:03:00.0 eth0: link up,2025-08-24 23:10:02,,Information,False,,normal
2187,macOS deleted[5656]: [ERROR] Unable to delete item: -50 paramErr,2025-06-27 21:03:59,,Error,True,param error,anomaly
2188,AWS CloudFormation[5757]: [INFO] Stack creation in progress,2025-07-13 11:38:19,,Information,False,,normal
2189,Redis[5858]: [ERROR] Out of memory allocating 10485760 bytes,2025-07-30 14:32:42,,Error,True,OOM,anomaly
2190,Windows Task Scheduler[5959]: [INFO] Task \Backup nightly completed successfully,2025-06-28 04:40:24,,Information,False,,normal
2191,Linux sshd[6060]: [ERROR] error: kex_exchange_identification: Connection closed by remote host,2025-07-04 13:03:10,,Error,True,kex error,anomaly
2192,macOS coreaudiod[6161]: [INFO] Audio HAL ready,2025-07-12 02:59:42,,Information,False,,normal
2193,Postgres[6262]: [ERROR] invalid page in block 54321,2025-07-07 14:18:05,,Error,True,corrupt page,anomaly
2194,Windows Defender[6363]: [INFO] Quick scan completed,2025-08-09 00:24:08,,Information,False,,normal
2195,AWS EC2[6464]: [ERROR] Instance launch failed: InsufficientInstanceCapacity,2025-08-15 02:15:55,,Error,True,capacity,anomaly
2196,Linux nginx[6565]: [INFO] 200 OK: /api/health,2025-08-17 13:45:22,,Information,False,,normal
2197,Docker[6666]: [ERROR] failed to create network: pool overlap,2025-08-06 15:28:47,,Error,True,network overlap,anomaly
2198,macOS symptomsd[6767]: [INFO] Battery health normal,2025-06-20 20:49:12,,Information,False,,normal
2199,GCP Compute[6868]: [ERROR] Instance startup script failed exit status 127,2025-08-05 09:24:23,,Error,True,script fail,anomaly
2200,Postfix[6969]: [INFO] queue active -- 0 requests,2025-08-19 07:53:20,,Information,False,,normal
2201,Windows EventLog[7070]: [ERROR] Log file corruption detected,2025-07-12 03:33:35,,Error,True,corruption,anomaly
2202,Linux systemd[7171]: [INFO] Started Daily Cleanup of Temporary Directories,2025-07-19 08:55:59,,Information,False,,normal
2203,macOS kernel[0]: [ERROR] Sandbox: com.apple.Safari(777) deny(1) file-write-create,2025-08-26 14:57:54,,Error,True,sandbox deny,anomaly
2204,Postgres[7272]: [INFO] database system is ready to accept connections,2025-07-23 16:27:27,,Information,False,,normal
2205,AWS IAM[7373]: [ERROR] AccessDenied: Not authorized to perform: sts:AssumeRole,2025-06-16 13:47:26,,Error,True,assume role fail,anomaly
2206,Windows Update[7474]: [INFO] Downloading KB5005678,2025-08-20 11:03:27,,Information,False,,normal
2207,Linux dhclient[7575]: [ERROR] No DHCPOFFERS received,2025-08-20 12:04:40,,Error,True,DHCP fail,anomaly
2208,macOS loginwindow[7676]: [INFO] User dave logged in,2025-06-27 03:58:42,,Information,False,,normal
2209,Azure Key Vault[7777]: [ERROR] 403 Forbidden: access denied,2025-08-11 10:59:33,,Error,True,access denied,anomaly
2210,Docker[7878]: [INFO] Image ubuntu:22.04 pulled successfully,2025-06-27 21:19:45,,Information,False,,normal
2211,VMware vMotion[7979]: [ERROR] vMotion failed: VM busy,2025-06-13 10:56:27,,Error,True,vm busy,anomaly
2212,Redis[8080]: [INFO] Background saving terminated with success,2025-07-06 05:37:29,,Information,False,,normal
2213,Windows Print Spooler[8181]: [ERROR] 0x0000007e: printer driver install failed,2025-08-17 00:19:26,,Error,True,install fail,anomaly
2214,Linux kernel[8282]: [ERROR] EXT4-fs error (device sda1): ext4_journal_start_sb: Detected aborted journal,2025-07-30 19:28:23,,Error,True,journal abort,anomaly
2215,macOS coreaudiod[8383]: [INFO] Audio device 0x456 ready,2025-07-20 19:00:41,,Information,False,,normal
2216,"Postgres[8484]: [ERROR] relation ""orders"" does not exist",2025-08-07 22:41:08,,Error,True,relation missing,anomaly
2217,AWS Lambda[8585]: [INFO] Function execution succeeded,2025-06-13 15:19:35,,Information,False,,normal
2218,Windows IIS[8686]: [ERROR] 400 Bad Request: malformed host header,2025-07-24 10:40:38,,Error,True,malformed host,anomaly
2219,Linux sshd[8787]: [ERROR] error: maximum authentication attempts exceeded for root,2025-08-18 10:41:12,,Error,True,brute force,anomaly
2220,macOS deleted[8888]: [INFO] Trash emptied,2025-07-21 00:50:34,,Information,False,,normal
2221,Docker[8989]: [ERROR] failed to mount overlay: permission denied,2025-06-12 07:15:32,,Error,True,overlay mount fail,anomaly
2222,GCP Pub/Sub[9090]: [INFO] Message published successfully,2025-08-25 16:56:19,,Information,False,,normal
2223,Postgres[9191]: [INFO] checkpoint complete: wrote 456 buffers,2025-07-20 20:16:44,,Information,False,,normal
2224,Azure Functions[9292]: [ERROR] Binding not found for 'myBlob',2025-07-06 18:56:10,,Error,True,binding error,anomaly
2225,Linux nginx[9393]: [INFO] 200 OK: /api/status,2025-07-03 00:21:21,,Information,False,,normal
2226,Windows Defender[9494]: [ERROR] Real-time protection disabled by user,2025-07-16 21:04:20,,Error,True,protection off,anomaly
2227,macOS kernel[0]: [INFO] USBMSC Identifier (non-unique): 987654321,2025-07-01 21:21:22,,Information,False,,normal
2228,AWS EC2[9595]: [ERROR] Instance launch failed: InsufficientInstanceCapacity,2025-07-23 16:48:36,,Error,True,capacity,anomaly
2229,Postfix[9696]: [INFO] daemon started -- version 3.8,2025-06-28 09:16:14,,Information,False,,normal
2230,Linux systemd[9797]: [ERROR] Failed to start Docker Application Container Engine,2025-08-28 01:39:20,,Error,True,docker start fail,anomaly
2231,macOS symptomsd[9898]: [INFO] Memory pressure relieved,2025-08-19 15:07:37,,Information,False,,normal
2232,Kubernetes ingress[9999]: [ERROR] SSL certificate expired,2025-06-13 01:22:52,,Error,True,cert expired,anomaly
2233,Windows Task Scheduler[1010]: [INFO] Task \Backup nightly completed successfully,2025-08-21 18:31:30,,Information,False,,normal
2234,Redis[1111]: [ERROR] Can't save: background save already in progress,2025-08-18 03:19:05,,Error,True,save conflict,anomaly
2235,Postgres[1212]: [INFO] shutting down,2025-07-10 17:33:21,,Information,False,,normal
2236,Linux dhclient[1313]: [INFO] DHCPACK of 192.168.30.50 from 192.168.30.1,2025-06-13 00:50:09,,Information,False,,normal
2237,Azure Monitor[1414]: [ERROR] 429 Too Many Requests,2025-07-09 18:47:40,,Error,True,too many requests,anomaly
2238,macOS WindowServer[1515]: [ERROR] Context assertion failed: 0x12345678,2025-08-21 04:48:05,,Error,True,context assert,anomaly
2239,Docker[1616]: [INFO] Container worker started cleanly,2025-07-21 21:43:11,,Information,False,,normal
2240,AWS CloudTrail[1717]: [ERROR] PutEvents throttled: 400 ThrottlingException,2025-07-31 12:33:19,,Error,True,throttled,anomaly
2241,Linux kernel[1818]: [INFO] r8169 0000:03:00.0 eth0: link up,2025-08-21 18:25:55,,Information,False,,normal
2242,Postgres[1919]: [ERROR] deadlock detected,2025-08-08 07:14:50,,Error,True,deadlock,anomaly
2243,Windows Print Spooler[2020]: [INFO] Printer ready,2025-08-05 07:17:21,,Information,False,,normal
2244,macOS loginwindow[2121]: [ERROR] Unable to authenticate user eve,2025-07-02 20:14:59,,Error,True,auth fail,anomaly
2245,VMware vSphere[2222]: [INFO] DRS migration initiated,2025-07-09 01:27:34,,Information,False,,normal
2246,Linux sshd[2323]: [ERROR] error: kex_exchange_identification: Connection closed by remote host,2025-08-21 21:52:27,,Error,True,kex error,anomaly
2247,AWS S3[2424]: [INFO] Object uploaded successfully,2025-08-16 00:46:31,,Information,False,,normal
2248,Windows Defender[2525]: [ERROR] Threat definitions update failed,2025-06-28 17:11:05,,Error,True,update fail,anomaly
2249,Docker[2626]: [ERROR] failed to create network: pool overlap,2025-07-10 22:06:10,,Error,True,network overlap,anomaly
2250,macOS coreaudiod[2727]: [INFO] Audio HAL ready,2025-06-14 09:28:50,,Information,False,,normal
2251,Postgres[2828]: [INFO] autovacuum launcher started,2025-07-15 20:24:52,,Information,False,,normal
2252,Linux nginx[2929]: [ERROR] 502 Bad Gateway: upstream unavailable,2025-07-08 06:24:02,,Error,True,bad gateway,anomaly
2253,Azure Key Vault[3030]: [INFO] Key rotation completed,2025-07-17 19:58:18,,Information,False,,normal
2254,AWS RDS[3131]: [ERROR] Connection limit exceeded,2025-08-02 18:39:01,,Error,True,conn limit,anomaly
2255,macOS deleted[3232]: [INFO] Trash emptied,2025-08-18 04:50:22,,Information,False,,normal
2256,Windows EventLog[3333]: [INFO] Audit policy changed,2025-07-12 23:35:27,,Information,False,,normal
2257,Kubernetes scheduler[3434]: [ERROR] Failed to schedule pod: 0/3 nodes available,2025-08-11 01:36:35,,Error,True,no nodes,anomaly
2258,Redis[3535]: [INFO] Background saving terminated with success,2025-06-11 06:37:09,,Information,False,,normal
2259,Linux systemd[3636]: [ERROR] Failed to start nginx.service: Unit not found,2025-08-07 16:49:57,,Error,True,unit missing,anomaly
2260,Postfix[3737]: [INFO] daemon started -- version 3.8,2025-06-28 19:26:45,,Information,False,,normal
2261,macOS kernel[3838]: [ERROR] Sandbox: com.apple.WebKit(999) deny(1) file-write-create,2025-06-12 07:31:55,,Error,True,sandbox deny,anomaly
2262,Windows IIS[3939]: [INFO] 200 OK: /health,2025-06-28 18:36:13,,Information,False,,normal
2263,AWS IAM[4040]: [ERROR] AccessDenied: Not authorized to perform: s3:GetObject,2025-08-24 12:30:02,,Error,True,access denied,anomaly
2264,Linux kernel[4141]: [INFO] perf: interrupt took too long (2502 > 2500),2025-08-06 23:08:06,,Information,False,,normal
2265,Postgres[4242]: [ERROR] invalid page in block 98765,2025-08-19 17:51:18,,Error,True,corrupt page,anomaly
2266,Docker[4343]: [INFO] Image alpine:latest pulled successfully,2025-08-07 22:13:46,,Information,False,,normal
2267,macOS symptomsd[4444]: [INFO] Battery health normal,2025-08-27 15:15:10,,Information,False,,normal
2268,VMware Tools[4545]: [ERROR] GuestInfoSendTime failed: 2,2025-07-19 18:59:53,,Error,True,guest info fail,anomaly
2269,Linux dhclient[4646]: [ERROR] No DHCPOFFERS received,2025-08-12 02:27:52,,Error,True,DHCP fail,anomaly
2270,Windows Update[4747]: [INFO] Downloading KB5005678,2025-07-12 03:33:58,,Information,False,,normal
2271,Kubernetes ingress[4848]: [ERROR] SSL certificate expired,2025-08-27 13:04:21,,Error,True,cert expired,anomaly
2272,Postgres[4949]: [INFO] shutting down,2025-06-29 00:25:01,,Information,False,,normal
2273,macOS WindowServer[5050]: [INFO] Display 0xabc123 reconfigured,2025-06-30 09:46:13,,Information,False,,normal
2274,Linux sshd[5151]: [ERROR] error: maximum authentication attempts exceeded for root,2025-07-27 11:36:19,,Error,True,brute force,anomaly
2275,AWS CloudWatch[5252]: [INFO] Metric published successfully,2025-07-23 03:58:25,,Information,False,,normal
2276,Windows Defender[5353]: [ERROR] Real-time protection disabled by user,2025-06-10 23:03:39,,Error,True,protection off,anomaly
2277,Docker[5454]: [INFO] Container worker exited cleanly,2025-07-09 23:45:47,,Information,False,,normal
2278,Redis[5555]: [ERROR] Out of memory allocating 10485760 bytes,2025-06-11 12:38:16,,Error,True,OOM,anomaly
2279,VMware vSphere[5656]: [INFO] DRS migration initiated,2025-08-05 05:35:36,,Information,False,,normal
2280,GCP Compute[5757]: [ERROR] Instance startup script failed exit status 127,2025-08-08 06:00:49,,Error,True,script fail,anomaly
2281,macOS loginwindow[5858]: [INFO] User frank logged in,2025-08-12 15:32:05,,Information,False,,normal
2282,Linux nginx[5959]: [ERROR] 503 Service Unavailable: upstream unavailable,2025-07-09 05:25:39,,Error,True,upstream down,anomaly
2283,Postfix[6060]: [INFO] queue active -- 0 requests,2025-07-10 23:04:30,,Information,False,,normal
2284,AWS Lambda[6161]: [ERROR] Runtime exited with error: exit status 1,2025-08-05 12:55:15,,Error,True,exit 1,anomaly
2285,Windows Task Scheduler[6262]: [INFO] Task \Backup nightly completed successfully,2025-07-15 19:17:55,,Information,False,,normal
2286,macOS kernel[6363]: [ERROR] Sandbox: com.apple.Safari(777) deny(1) file-write-create,2025-07-12 09:54:40,,Error,True,sandbox deny,anomaly
2287,Linux systemd[6464]: [INFO] Started Daily apt download activities,2025-06-11 02:41:23,,Information,False,,normal
2288,Postgres[6565]: [ERROR] deadlock detected,2025-08-14 20:23:25,,Error,True,deadlock,anomaly
2289,Azure Key Vault[6666]: [INFO] Key rotation completed,2025-08-10 09:05:54,,Information,False,,normal
2290,macOS coreaudiod[6767]: [INFO] Audio device 0x789 ready,2025-08-23 10:22:59,,Information,False,,normal
2291,Windows IIS[6868]: [ERROR] 400 Bad Request: malformed host header,2025-06-20 16:37:24,,Error,True,malformed host,anomaly
2292,Linux dhclient[6969]: [INFO] DHCPACK of 192.168.40.50 from 192.168.40.1,2025-08-12 23:33:21,,Information,False,,normal
2293,Docker[7070]: [ERROR] failed to create symbolic link: file exists,2025-07-29 19:44:51,,Error,True,symlink error,anomaly
2294,Postgres[7171]: [INFO] checkpoint complete: wrote 567 buffers,2025-07-06 09:17:47,,Information,False,,normal
2295,AWS IAM[7272]: [ERROR] AccessDenied: Not authorized to perform: sts:AssumeRole,2025-08-11 01:26:57,,Error,True,assume role fail,anomaly
2296,macOS symptomsd[7373]: [INFO] Memory pressure relieved,2025-07-06 10:45:02,,Information,False,,normal
2297,Windows Defender[7474]: [INFO] Threat definitions updated,2025-08-05 06:08:45,,Information,False,,normal
2298,Linux kernel[7575]: [ERROR] EXT4-fs error (device sdb1): ext4_journal_start_sb: Detected aborted journal,2025-07-02 12:21:27,,Error,True,journal abort,anomaly
2299,Kubernetes scheduler[7676]: [INFO] Successfully assigned default/redis-xyz to node-3,2025-08-03 19:37:56,,Information,False,,normal
2300,Docker[7777]: [INFO] Image ubuntu:22.04 pulled successfully,2025-07-22 11:54:51,,Information,False,,normal
2301,macOS WindowServer[7878]: [ERROR] Display assertion failed: 0xe00002e2,2025-07-04 14:33:10,,Error,True,display assert,anomaly
2302,Postgres[7979]: [ERROR] invalid page in block 12345,2025-08-22 13:30:28,,Error,True,corrupt page,anomaly
2303,Windows Update[8080]: [INFO] Downloading KB5006789,2025-07-17 15:12:53,,Information,False,,normal
2304,Linux sshd[8181]: [ERROR] error: kex_exchange_identification: banner line too long,2025-08-10 14:55:36,,Error,True,banner error,anomaly
2305,AWS EC2[8282]: [INFO] Instance i-0abcd5678 state running,2025-08-26 16:10:05,,Information,False,,normal
2306,macOS deleted[8383]: [INFO] Trash emptied,2025-08-15 00:52:57,,Information,False,,normal
2307,VMware vSphere[8484]: [ERROR] DRS migration failed: resource pool unavailable,2025-07-04 11:52:12,,Error,True,pool unavailable,anomaly
2308,Redis[8585]: [INFO] Background saving terminated with success,2025-07-27 17:59:39,,Information,False,,normal
2309,GCP Cloud Run[8686]: [ERROR] Container failed to start: exec format error,2025-07-31 06:50:53,,Error,True,exec format,anomaly
2310,Linux nginx[8787]: [INFO] 200 OK: /api/health,2025-06-12 03:19:45,,Information,False,,normal
2311,Postfix[8888]: [ERROR] warning: SASL authentication failure,2025-07-16 04:48:45,,Error,True,SASL fail,anomaly
2312,macOS loginwindow[8989]: [ERROR] Unable to authenticate user grace,2025-08-17 12:05:17,,Error,True,auth fail,anomaly
2313,Windows Defender[9090]: [INFO] Real-time protection enabled,2025-08-09 03:23:13,,Information,False,,normal
2314,AWS S3[9191]: [ERROR] AccessDenied: Access Denied,2025-08-01 03:05:49,,Error,True,access denied,anomaly
2315,Linux systemd[9292]: [INFO] Started Daily Cleanup of Temporary Directories,2025-08-09 01:05:24,,Information,False,,normal
2316,"Postgres[9393]: [ERROR] relation ""users"" does not exist",2025-07-10 19:52:44,,Error,True,relation missing,anomaly
2317,macOS coreaudiod[9494]: [INFO] Audio HAL ready,2025-08-05 04:38:04,,Information,False,,normal
2318,Windows Task Scheduler[9595]: [ERROR] Task XML malformed,2025-08-04 11:19:06,,Error,True,XML error,anomaly
2319,Docker[9696]: [INFO] Container worker exited cleanly,2025-08-06 03:11:41,,Information,False,,normal
2320,Linux dhclient[9797]: [ERROR] No DHCPOFFERS received,2025-07-17 13:32:44,,Error,True,DHCP fail,anomaly
2321,AWS CloudTrail[9898]: [INFO] Event logged successfully,2025-07-14 05:24:04,,Information,False,,normal
2322,macOS kernel[9999]: [ERROR] Sandbox: com.apple.WebKit(888) deny(1) file-write-create,2025-08-13 21:56:04,,Error,True,sandbox deny,anomaly
2323,Postgres[1000]: [INFO] database system is ready to accept connections,2025-08-08 04:05:16,,Information,False,,normal
2324,Windows Print Spooler[1010]: [INFO] Printer ready,2025-08-16 13:38:22,,Information,False,,normal
2325,Linux nginx[1020]: [ERROR] 503 Service Unavailable: upstream unavailable,2025-08-04 06:00:22,,Error,True,upstream down,anomaly
2326,Kubernetes scheduler[1030]: [INFO] Successfully assigned default/app-xyz to node-4,2025-08-16 02:09:06,,Information,False,,normal
2327,GCP BigQuery[1040]: [ERROR] Query job failed: 403 rateLimitExceeded,2025-08-13 03:25:31,,Error,True,rate limit,anomaly
2328,macOS symptomsd[1050]: [INFO] Battery health normal,2025-07-10 01:15:11,,Information,False,,normal
2329,Linux sshd[1060]: [ERROR] error: maximum authentication attempts exceeded for root,2025-08-11 08:40:46,,Error,True,brute force,anomaly
2330,Windows Defender[1070]: [INFO] Threat definitions updated,2025-08-16 21:13:54,,Information,False,,normal
2331,Postgres[1080]: [ERROR] deadlock detected,2025-07-19 01:32:52,,Error,True,deadlock,anomaly
2332,AWS Lambda[1090]: [INFO] Function execution succeeded,2025-07-06 11:45:13,,Information,False,,normal
2333,macOS WindowServer[1100]: [INFO] Display 0xabc123 reconfigured,2025-06-27 04:44:42,,Information,False,,normal
2334,Linux kernel[1110]: [ERROR] I/O error dev sdc sector 456789,2025-08-06 21:26:18,,Error,True,disk I/O error,anomaly
2335,Docker[1120]: [ERROR] failed to create shim: context deadline exceeded,2025-06-26 16:34:25,,Error,True,shim timeout,anomaly
2336,Postfix[1130]: [INFO] daemon started -- version 3.8,2025-08-15 06:57:36,,Information,False,,normal
2337,Windows Update[1140]: [ERROR] 0x8024402c: connection to update service failed,2025-08-13 18:00:34,,Error,True,update conn fail,anomaly
2338,macOS loginwindow[1150]: [INFO] User heidi logged in,2025-08-08 15:11:27,,Information,False,,normal
2339,Linux systemd[1160]: [ERROR] Failed to start MySQL Community Server,2025-08-02 17:03:08,,Error,True,mysql start fail,anomaly
2340,AWS RDS[1170]: [INFO] DB instance db.t3.micro available,2025-07-20 20:41:32,,Information,False,,normal
2341,Redis[1180]: [ERROR] Can't save: background save already in progress,2025-07-05 17:02:40,,Error,True,save conflict,anomaly
2342,macOS deleted[1190]: [INFO] Trash emptied,2025-07-16 21:02:24,,Information,False,,normal
2343,Windows IIS[1200]: [INFO] 200 OK: /health,2025-08-02 13:46:19,,Information,False,,normal
2344,Linux nginx[1210]: [ERROR] 502 Bad Gateway: upstream unavailable,2025-07-29 21:48:41,,Error,True,bad gateway,anomaly
2345,Postgres[1220]: [INFO] shutting down,2025-08-14 12:32:54,,Information,False,,normal
2346,Azure Functions[1230]: [ERROR] Binding not found for 'myQueue',2025-08-25 06:42:15,,Error,True,binding error,anomaly
2347,macOS kernel[1240]: [INFO] USBMSC Identifier (non-unique): 1122334455,2025-06-27 22:20:55,,Information,False,,normal
2348,Windows Defender[1250]: [ERROR] Real-time protection disabled by user,2025-06-27 06:15:21,,Error,True,protection off,anomaly
2349,Linux dhclient[1260]: [INFO] DHCPACK of 192.168.50.50 from 192.168.50.1,2025-06-28 05:32:24,,Information,False,,normal
2350,Docker[1270]: [ERROR] failed to create symbolic link: file exists,2025-08-18 07:48:00,,Error,True,symlink error,anomaly
